Steam Name, BuyOrderPrice
★ Talon Knife | Slaughter (Factory New),378.672,
★ Bayonet | Marble Fade (Factory New),393.49044,
★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested),148.02984,
M4A4 | Howl (Minimal Wear),1342.79796,
★ Huntsman Knife | Marble Fade (Factory New),178.78084,
StatTrak™ Music Kit | Beartooth, Aggressive,1.9642,
P250 | Muertos (Factory New),4.73984,
Souvenir MP9 | Dark Age (Minimal Wear),4.86864,
★ Gut Knife | Black Laminate (Battle-Scarred),61.450480000000006,
★ Classic Knife | Scorched (Field-Tested),72.14088,
Nova | Hyper Beast (Well-Worn),2.98172,
Souvenir AK-47 | Safari Mesh (Minimal Wear),9.35088,
AUG | Stymphalian (Well-Worn),1.60356,
M4A1-S | Nightmare (Battle-Scarred),2.66616,
P90 | Astral Jörmungandr (Field-Tested),53.452,
★ Hand Wraps | Spruce DDPAT (Well-Worn),85.14968,
M4A1-S | Bright Water (Minimal Wear),7.95984,
★ M9 Bayonet | Ultraviolet (Well-Worn),125.77964,
★ Talon Knife,202.87287999999998,
★ Falchion Knife | Blue Steel (Well-Worn),64.63828000000001,
★ Bloodhound Gloves | Charred (Field-Tested),99.76204,
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear),5.944120000000001,
★ Falchion Knife | Forest DDPAT (Field-Tested),51.78404,
★ Falchion Knife | Marble Fade (Factory New),147.93324,
★ Bayonet | Blue Steel (Minimal Wear),139.94764,
USP-S | Dark Water (Minimal Wear),19.68064,
Five-SeveN | Monkey Business (Battle-Scarred),1.77744,
★ Stiletto Knife | Damascus Steel (Field-Tested),78.2782,
StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),1.50052,
★ Bayonet | Bright Water (Field-Tested),119.4942,
SSG 08 | Dragonfire (Factory New),12.6868,
StatTrak™ G3SG1 | Scavenger (Minimal Wear),1.288,
★ Flip Knife | Case Hardened (Battle-Scarred),84.48636,
★ Shadow Daggers | Ultraviolet (Field-Tested),56.961800000000004,
StatTrak™ MP5-SD | Phosphor (Well-Worn),4.83,
SSG 08 | Hand Brake (Minimal Wear),0.79856,
StatTrak™ AUG | Momentum (Field-Tested),3.9412800000000003,
★ Stiletto Knife | Boreal Forest (Field-Tested),58.91956,
SCAR-20 | Cardiac (Field-Tested),2.08656,
★ M9 Bayonet | Autotronic (Battle-Scarred),266.1008,
★ Falchion Knife | Safari Mesh (Field-Tested),51.59084,
AK-47 | Aquamarine Revenge (Factory New),44.049600000000005,
★ StatTrak™ Falchion Knife | Ultraviolet (Field-Tested),71.001,
StatTrak™ AK-47 | Uncharted (Factory New),4.39208,
Glock-18 | Reactor (Well-Worn),2.05436,
★ Butterfly Knife | Case Hardened (Minimal Wear),348.61652000000004,
★ StatTrak™ Huntsman Knife | Rust Coat (Battle-Scarred),67.63932,
StatTrak™ Galil AR | Stone Cold (Well-Worn),1.71948,
StatTrak™ M4A1-S | Blood Tiger (Minimal Wear),4.39208,
★ Moto Gloves | Spearmint (Field-Tested),750.904,
★ Classic Knife | Forest DDPAT (Field-Tested),73.13907999999999,
StatTrak™ Desert Eagle | Code Red (Minimal Wear),69.49404,
★ Butterfly Knife | Boreal Forest (Field-Tested),207.08464,
★ Navaja Knife | Forest DDPAT (Minimal Wear),44.24924,
★ Moto Gloves | POW! (Minimal Wear),786.0341999999999,
StatTrak™ Negev | Loudmouth (Well-Worn),1.449,
★ Huntsman Knife | Damascus Steel (Field-Tested),78.65816000000001,
★ Stiletto Knife | Doppler (Factory New),170.3702,
★ Bayonet | Boreal Forest (Battle-Scarred),90.55928,
M4A4 | Buzz Kill (Factory New),19.50676,
AUG | Fleet Flock (Minimal Wear),2.737,
★ Karambit | Scorched (Field-Tested),143.2578,
★ Bayonet | Rust Coat (Battle-Scarred),117.21444,
★ M9 Bayonet | Stained (Field-Tested),134.07436,
StatTrak™ XM1014 | Seasons (Minimal Wear),1.6744,
Souvenir UMP-45 | Blaze (Factory New),20.58868,
StatTrak™ USP-S | Kill Confirmed (Field-Tested),116.84736,
★ Bayonet | Boreal Forest (Well-Worn),88.6788,
AWP | Dragon Lore (Minimal Wear),1414.3656799999999,
★ Karambit | Stained (Battle-Scarred),186.48308,
★ Butterfly Knife | Rust Coat (Well-Worn),248.5518,
AK-47 | Wasteland Rebel (Minimal Wear),25.116,
★ StatTrak™ Karambit | Safari Mesh (Field-Tested),135.77452000000002,
StatTrak™ Five-SeveN | Buddy (Factory New),2.31196,
★ Flip Knife | Urban Masked (Battle-Scarred),60.780719999999995,
StatTrak™ UMP-45 | Scaffold (Minimal Wear),1.52628,
★ Falchion Knife | Ultraviolet (Field-Tested),68.17384,
★ StatTrak™ Karambit | Black Laminate (Minimal Wear),305.90000000000003,
UMP-45 | Day Lily (Factory New),7.03892,
★ Stiletto Knife | Forest DDPAT (Minimal Wear),64.49016,
★ Falchion Knife | Case Hardened (Field-Tested),80.4034,
StatTrak™ USP-S | Dark Water (Field-Tested),24.94212,
★ StatTrak™ Bayonet | Doppler (Factory New),281.02872,
★ M9 Bayonet | Lore (Battle-Scarred),214.43912000000003,
StatTrak™ Desert Eagle | Naga (Battle-Scarred),2.62108,
★ Specialist Gloves | Buckshot (Battle-Scarred),57.56716,
★ Butterfly Knife | Damascus Steel (Well-Worn),281.40868,
★ Specialist Gloves | Crimson Kimono (Well-Worn),499.1,
StatTrak™ P250 | Cartel (Battle-Scarred),6.88436,
★ Falchion Knife | Case Hardened (Battle-Scarred),74.0278,
★ Navaja Knife | Night Stripe (Battle-Scarred),42.671440000000004,
★ Gut Knife | Stained (Minimal Wear),53.63232,
USP-S | Stainless (Minimal Wear),3.97992,
★ Shadow Daggers | Blue Steel (Minimal Wear),57.20652,
StatTrak™ Music Kit | Feed Me, High Noon,4.7205200000000005,
★ Talon Knife | Ultraviolet (Field-Tested),143.43168,
StatTrak™ Five-SeveN | Fowl Play (Minimal Wear),5.184200000000001,
StatTrak™ Glock-18 | Catacombs (Factory New),1.48764,
M4A4 | The Battlestar (Battle-Scarred),4.73984,
★ StatTrak™ Classic Knife | Slaughter (Minimal Wear),196.15596,
Music Kit | Various Artists, Hotline Miami,3.16848,
★ StatTrak™ Bayonet | Bright Water (Minimal Wear),148.3776,
StatTrak™ AK-47 | Uncharted (Well-Worn),2.84004,
★ Butterfly Knife | Slaughter (Field-Tested),448.4494,
Glock-18 | Water Elemental (Well-Worn),5.62856,
Nuke Pin,4.26328,
StatTrak™ SSG 08 | Dark Water (Minimal Wear),1.41036,
Music Kit | Lennie Moore, Java Havana Funkaloo,3.1878,
StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred),5.609240000000001,
★ Falchion Knife | Case Hardened (Well-Worn),78.3104,
★ Talon Knife | Urban Masked (Minimal Wear),129.43756000000002,
Five-SeveN | Fowl Play (Minimal Wear),2.19604,
Galil AR | Cerberus (Well-Worn),6.2467999999999995,
SCAR-20 | Cyrex (Minimal Wear),8.86788,
★ Bayonet | Stained (Field-Tested),118.74072,
StatTrak™ SSG 08 | Big Iron (Field-Tested),7.68292,
USP-S | Serum (Field-Tested),15.77156,
Dual Berettas | Twin Turbo (Minimal Wear),5.42892,
★ Flip Knife | Stained (Well-Worn),71.967,
StatTrak™ USP-S | Kill Confirmed (Well-Worn),86.37972,
SSG 08 | Bloodshot (Well-Worn),3.29084,
StatTrak™ AK-47 | Blue Laminate (Factory New),18.08996,
★ Butterfly Knife | Forest DDPAT (Well-Worn),182.88956000000002,
★ Skeleton Knife | Night Stripe (Field-Tested),290.444,
StatTrak™ USP-S | Blueprint (Well-Worn),7.85036,
StatTrak™ USP-S | Dark Water (Minimal Wear),35.6776,
AUG | Momentum (Well-Worn),1.26868,
★ Shadow Daggers | Slaughter (Minimal Wear),82.77332,
★ Bayonet | Autotronic (Field-Tested),249.69168000000002,
StatTrak™ CZ75-Auto | Victoria (Field-Tested),13.833120000000001,
USP-S | Overgrowth (Well-Worn),6.794200000000001,
★ Ursus Knife | Blue Steel (Minimal Wear),88.28596,
AK-47 | Jaguar (Factory New),43.42492000000001,
★ Stiletto Knife | Boreal Forest (Well-Worn),57.393280000000004,
★ StatTrak™ Huntsman Knife | Urban Masked (Field-Tested),65.1084,
Desert Eagle | Kumicho Dragon (Well-Worn),9.7566,
M4A1-S | Mecha Industries (Battle-Scarred),6.2983199999999995,
AK-47 | Fuel Injector (Factory New),129.54704,
Guardian 2 Pin,3.5355600000000003,
★ StatTrak™ Gut Knife | Rust Coat (Battle-Scarred),55.30672,
★ Shadow Daggers | Ultraviolet (Battle-Scarred),50.63772,
StatTrak™ M4A1-S | Flashback (Factory New),6.3756,
StatTrak™ SCAR-20 | Bloodsport (Field-Tested),2.9623999999999997,
Souvenir SG 553 | Gator Mesh (Minimal Wear),1.3846,
Dual Berettas | Hemoglobin (Factory New),4.186,
StatTrak™ Five-SeveN | Copper Galaxy (Minimal Wear),4.46936,
XM1014 | Tranquility (Field-Tested),2.5438,
StatTrak™ Five-SeveN | Monkey Business (Battle-Scarred),2.49872,
StatTrak™ Nova | Wild Six (Factory New),2.2218,
MAC-10 | Indigo (Factory New),2.74344,
AWP | Oni Taiji (Battle-Scarred),51.062760000000004,
StatTrak™ Glock-18 | Royal Legion (Well-Worn),2.19604,
M4A1-S | Flashback (Factory New),2.29264,
StatTrak™ CZ75-Auto | Tacticat (Minimal Wear),1.449,
AUG | Chameleon (Well-Worn),3.5291200000000003,
FAMAS | Eye of Athena (Field-Tested),2.47296,
USP-S | Check Engine (Well-Worn),1.27512,
★ Butterfly Knife | Doppler (Minimal Wear),590.3548000000001,
StatTrak™ Desert Eagle | Heirloom (Field-Tested),6.7104800000000004,
StatTrak™ USP-S | Torque (Factory New),3.76096,
★ StatTrak™ Karambit | Freehand (Field-Tested),240.1798,
StatTrak™ USP-S | Flashback (Well-Worn),2.40212,
Galil AR | Eco (Battle-Scarred),1.6421999999999999,
UMP-45 | Primal Saber (Battle-Scarred),1.6872800000000001,
AUG | Anodized Navy (Factory New),7.444640000000001,
★ Shadow Daggers | Urban Masked (Field-Tested),51.2946,
StatTrak™ AWP | Hyper Beast (Field-Tested),42.39452,
StatTrak™ CZ75-Auto | Yellow Jacket (Field-Tested),5.03608,
Five-SeveN | Nitro (Minimal Wear),2.13164,
Glock-18 | Brass (Field-Tested),4.09584,
Music Kit | Troels Folmann, Uber Blasto Phone,2.81428,
StatTrak™ MAC-10 | Malachite (Factory New),3.68368,
★ Falchion Knife | Scorched (Minimal Wear),56.91028000000001,
★ M9 Bayonet | Boreal Forest (Field-Tested),121.66448,
AK-47 | Bloodsport (Well-Worn),34.215720000000005,
★ Bayonet | Damascus Steel (Field-Tested),144.91288,
StatTrak™ M4A4 | The Battlestar (Minimal Wear),22.4434,
★ M9 Bayonet | Urban Masked (Well-Worn),106.95552,
Cobblestone Pin,5.62856,
Sawed-Off | Devourer (Minimal Wear),4.09584,
Souvenir Glock-18 | Reactor (Field-Tested),9.70508,
★ M9 Bayonet | Forest DDPAT (Battle-Scarred),112.51968000000001,
StatTrak™ Nova | Wild Six (Minimal Wear),1.16564,
StatTrak™ FAMAS | Commemoration (Minimal Wear),23.7314,
Souvenir M4A4 | Mainframe (Factory New),4.5917200000000005,
Five-SeveN | Case Hardened (Well-Worn),3.30372,
★ Bowie Knife | Marble Fade (Factory New),172.54048,
AK-47 | Aquamarine Revenge (Well-Worn),15.887480000000002,
StatTrak™ P250 | Supernova (Minimal Wear),1.59712,
StatTrak™ FAMAS | Commemoration (Factory New),36.791720000000005,
★ Flip Knife | Crimson Web (Well-Worn),112.01736,
★ Karambit | Freehand (Field-Tested),223.03008,
Souvenir P250 | Vino Primo (Well-Worn),5.71228,
M4A4 | Poseidon (Minimal Wear),497.25816000000003,
Five-SeveN | Hyper Beast (Battle-Scarred),8.90652,
Music Kit | Dren, Death's Head Demolition,2.42144,
Souvenir MAC-10 | Amber Fade (Factory New),8.63604,
★ Navaja Knife | Night Stripe (Field-Tested),44.178399999999996,
P2000 | Ocean Foam (Factory New),50.04524,
StatTrak™ FAMAS | Mecha Industries (Battle-Scarred),3.68368,
★ Flip Knife | Autotronic (Minimal Wear),151.55252000000002,
StatTrak™ Tec-9 | Decimator (Field-Tested),7.3094,
SG 553 | Triarch (Factory New),1.04328,
P250 | Whiteout (Battle-Scarred),2.38924,
StatTrak™ Desert Eagle | Kumicho Dragon (Factory New),53.38116,
★ Bowie Knife | Night (Field-Tested),75.32868,
★ Talon Knife | Boreal Forest (Well-Worn),101.38492000000001,
Sawed-Off | The Kraken (Field-Tested),3.13628,
★ Bayonet | Safari Mesh (Well-Worn),89.37432,
StatTrak™ M4A1-S | Chantico's Fire (Minimal Wear),52.64056,
AK-47 | Predator (Well-Worn),4.81068,
StatTrak™ Five-SeveN | Case Hardened (Well-Worn),5.519080000000001,
Souvenir USP-S | Royal Blue (Minimal Wear),20.717480000000002,
StatTrak™ SG 553 | Tiger Moth (Field-Tested),2.71124,
★ M9 Bayonet | Boreal Forest (Well-Worn),108.32724,
Souvenir SG 553 | Damascus Steel (Field-Tested),2.88512,
FAMAS | Pulse (Factory New),3.43896,
StatTrak™ Music Kit | New Beat Fund, Sponge Fingerz,5.16488,
★ Hand Wraps | Duct Tape (Well-Worn),64.58676000000001,
FAMAS | Pulse (Field-Tested),2.46652,
★ Talon Knife | Blue Steel (Well-Worn),168.1484,
SG 553 | Integrale (Well-Worn),21.419439999999998,
★ Karambit | Safari Mesh (Well-Worn),133.71372,
★ Bloodhound Gloves | Bronzed (Well-Worn),77.78876000000001,
M4A4 | Bullet Rain (Field-Tested),8.05,
SG 553 | Tiger Moth (Minimal Wear),1.59712,
★ Hydra Gloves | Case Hardened (Battle-Scarred),72.1602,
StatTrak™ Music Kit | Troels Folmann, Uber Blasto Phone,5.094040000000001,
Souvenir M4A4 | Tornado (Well-Worn),2.98172,
★ Huntsman Knife | Blue Steel (Minimal Wear),83.6556,
★ Huntsman Knife | Crimson Web (Battle-Scarred),90.1278,
StatTrak™ PP-Bizon | Photic Zone (Factory New),2.87224,
StatTrak™ Tec-9 | Blue Titanium (Factory New),2.48584,
★ Bayonet | Safari Mesh (Minimal Wear),92.0276,
StatTrak™ P90 | Shallow Grave (Battle-Scarred),2.42788,
SG 553 | Ultraviolet (Minimal Wear),4.32768,
Five-SeveN | Angry Mob (Battle-Scarred),2.62752,
M4A4 | Zirka (Minimal Wear),7.92764,
★ Stiletto Knife | Safari Mesh (Minimal Wear),57.554280000000006,
MP5-SD | Phosphor (Well-Worn),3.55488,
StatTrak™ USP-S | Torque (Minimal Wear),2.8529199999999997,
★ Classic Knife | Boreal Forest (Minimal Wear),79.96548,
SSG 08 | Bloodshot (Battle-Scarred),2.55024,
Music Kit | Ki:Theory, MOLOTOV,3.0912,
StatTrak™ Dual Berettas | Hemoglobin (Factory New),7.831040000000001,
StatTrak™ Galil AR | Rocket Pop (Minimal Wear),2.49872,
USP-S | Kill Confirmed (Factory New),109.84708,
Souvenir MP7 | Fade (Minimal Wear),13.569080000000001,
Five-SeveN | Case Hardened (Battle-Scarred),2.9881599999999997,
Souvenir SG 553 | Fallout Warning (Well-Worn),1.30088,
StatTrak™ PP-Bizon | Osiris (Factory New),2.26688,
StatTrak™ CZ75-Auto | Red Astor (Minimal Wear),1.77744,
AK-47 | Cartel (Battle-Scarred),5.01032,
USP-S | Serum (Minimal Wear),18.47636,
StatTrak™ M4A1-S | Leaded Glass (Well-Worn),6.56236,
★ Driver Gloves | Convoy (Minimal Wear),95.61468,
★ Stiletto Knife | Blue Steel (Field-Tested),78.22668,
★ Falchion Knife | Safari Mesh (Battle-Scarred),49.182280000000006,
R8 Revolver | Llama Cannon (Minimal Wear),2.8271599999999997,
M4A4 | The Battlestar (Minimal Wear),6.64608,
StatTrak™ MP7 | Impire (Minimal Wear),2.64684,
StatTrak™ FAMAS | Decommissioned (Factory New),1.56492,
SG 553 | Ultraviolet (Factory New),14.4578,
Mirage Pin,6.83284,
CZ75-Auto | Emerald (Minimal Wear),4.92016,
StatTrak™ PP-Bizon | High Roller (Battle-Scarred),2.9108799999999997,
StatTrak™ SG 553 | Ultraviolet (Field-Tested),3.5742,
StatTrak™ Glock-18 | Grinder (Minimal Wear),3.3166,
StatTrak™ USP-S | Lead Conduit (Factory New),7.94052,
M4A4 | Converter (Field-Tested),0.966,
★ Falchion Knife | Safari Mesh (Minimal Wear),53.47776,
StatTrak™ P2000 | Handgun (Factory New),6.12444,
★ Bowie Knife | Ultraviolet (Field-Tested),75.00023999999999,
StatTrak™ MP7 | Powercore (Minimal Wear),1.7066,
StatTrak™ Music Kit | Beartooth, Disgusting,5.0167600000000006,
StatTrak™ MAC-10 | Last Dive (Factory New),2.6726,
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear),1.26224,
Galil AR | Stone Cold (Minimal Wear),1.61,
StatTrak™ AK-47 | Asiimov (Well-Worn),49.08568,
StatTrak™ FAMAS | Eye of Athena (Field-Tested),5.3774,
G3SG1 | Flux (Battle-Scarred),2.64684,
Souvenir M4A4 | Mainframe (Well-Worn),2.76276,
StatTrak™ USP-S | Overgrowth (Field-Tested),21.04592,
AK-47 | Neon Rider (Well-Worn),30.783199999999997,
★ M9 Bayonet | Autotronic (Minimal Wear),379.2194,
★ Sport Gloves | Bronze Morph (Minimal Wear),232.30368,
USP-S | Neo-Noir (Well-Worn),16.75688,
Souvenir MP9 | Hot Rod (Factory New),19.23628,
StatTrak™ AUG | Aristocrat (Battle-Scarred),1.1914,
M4A4 | Royal Paladin (Minimal Wear),25.26412,
MAC-10 | Stalker (Minimal Wear),13.47892,
M4A1-S | Leaded Glass (Well-Worn),3.08476,
★ Ursus Knife | Forest DDPAT (Field-Tested),65.8168,
StatTrak™ Galil AR | Blue Titanium (Factory New),2.07368,
StatTrak™ M4A1-S | Decimator (Battle-Scarred),7.386680000000001,
Sawed-Off | Wasteland Princess (Factory New),4.26972,
Five-SeveN | Crimson Blossom (Minimal Wear),6.3498399999999995,
StatTrak™ Desert Eagle | Mecha Industries (Battle-Scarred),8.842120000000001,
AWP | Safari Mesh (Factory New),1.42968,
★ Paracord Knife | Fade (Factory New),534.1658,
P250 | Asiimov (Minimal Wear),14.83776,
★ Classic Knife | Urban Masked (Minimal Wear),68.85648,
M4A1-S | Chantico's Fire (Well-Worn),8.75196,
SG 553 | Cyrex (Battle-Scarred),2.3506,
StatTrak™ P250 | Undertow (Factory New),23.66056,
AK-47 | Point Disarray (Factory New),27.286279999999998,
StatTrak™ UMP-45 | Plastique (Factory New),2.78208,
CZ75-Auto | Emerald Quartz (Factory New),15.08892,
StatTrak™ Desert Eagle | Directive (Battle-Scarred),1.4940799999999999,
Glock-18 | Nuclear Garden (Battle-Scarred),2.7048,
StatTrak™ Desert Eagle | Directive (Factory New),19.01732,
P2000 | Fire Elemental (Factory New),9.60848,
★ StatTrak™ Butterfly Knife | Night (Field-Tested),240.89464,
★ Shadow Daggers | Forest DDPAT (Field-Tested),49.93576,
★ Stiletto Knife | Case Hardened (Field-Tested),105.17808,
★ Flip Knife | Ultraviolet (Field-Tested),80.19087999999999,
StatTrak™ P2000 | Obsidian (Factory New),4.75272,
★ Stiletto Knife | Night Stripe (Field-Tested),65.44972,
★ Butterfly Knife | Boreal Forest (Well-Worn),194.61036000000001,
P90 | Shapewood (Well-Worn),1.4554399999999998,
StatTrak™ AWP | Corticera (Field-Tested),13.749400000000001,
★ Nomad Knife | Safari Mesh (Field-Tested),58.088800000000006,
Glock-18 | Sand Dune (Minimal Wear),2.8529199999999997,
StatTrak™ CZ75-Auto | The Fuschia Is Now (Field-Tested),7.438200000000001,
★ StatTrak™ Talon Knife | Fade (Factory New),588.60956,
P90 | Desert Warfare (Field-Tested),2.17672,
★ M9 Bayonet | Case Hardened (Well-Worn),178.6456,
★ Butterfly Knife | Forest DDPAT (Minimal Wear),229.264,
★ Classic Knife | Urban Masked (Field-Tested),73.00384,
SSG 08 | Lichen Dashed (Factory New),3.11052,
AUG | Wings (Factory New),3.6772400000000003,
StatTrak™ Five-SeveN | Buddy (Minimal Wear),1.37172,
Five-SeveN | Hyper Beast (Well-Worn),9.19632,
★ Sport Gloves | Bronze Morph (Well-Worn),125.52848,
StatTrak™ MAC-10 | Stalker (Battle-Scarred),10.86428,
★ Ursus Knife | Fade (Factory New),337.5204,
★ Flip Knife | Black Laminate (Battle-Scarred),79.0188,
StatTrak™ UMP-45 | Primal Saber (Well-Worn),4.12804,
★ Flip Knife | Lore (Minimal Wear),202.3126,
StatTrak™ Five-SeveN | Case Hardened (Field-Tested),6.8908,
★ Navaja Knife | Stained (Field-Tested),46.194120000000005,
★ Karambit | Boreal Forest (Field-Tested),155.10096000000001,
StatTrak™ SG 553 | Pulse (Minimal Wear),6.9165600000000005,
★ Classic Knife | Blue Steel (Battle-Scarred),90.50775999999999,
★ Flip Knife | Black Laminate (Minimal Wear),87.28775999999999,
★ StatTrak™ Bayonet | Tiger Tooth (Factory New),287.42364000000003,
StatTrak™ Desert Eagle | Bronze Deco (Well-Worn),1.21072,
P250 | Cartel (Battle-Scarred),2.49228,
AUG | Midnight Lily (Minimal Wear),32.9406,
★ Bayonet | Marble Fade (Minimal Wear),351.37928,
StatTrak™ P90 | Nostalgia (Minimal Wear),7.5348,
★ Driver Gloves | Imperial Plaid (Well-Worn),199.16344,
★ Classic Knife | Scorched (Well-Worn),79.61772,
★ Specialist Gloves | Foundation (Battle-Scarred),107.34192,
AWP | Pink DDPAT (Factory New),42.22064,
★ Ursus Knife | Stained (Minimal Wear),79.68856,
StatTrak™ P250 | See Ya Later (Well-Worn),10.34908,
AWP | Medusa (Well-Worn),860.39044,
★ Shadow Daggers | Night (Field-Tested),50.60552,
StatTrak™ AWP | Mortis (Factory New),13.80092,
★ Karambit | Blue Steel (Minimal Wear),249.69168000000002,
★ Talon Knife | Damascus Steel (Factory New),199.01531999999997,
★ Hand Wraps | Arboreal (Field-Tested),83.66847999999999,
★ Nomad Knife | Case Hardened (Well-Worn),101.43,
★ M9 Bayonet | Case Hardened (Battle-Scarred),159.70556000000002,
★ Flip Knife | Black Laminate (Factory New),97.07656000000001,
AK-47 | Neon Revolution (Factory New),35.04004,
★ Karambit | Black Laminate (Minimal Wear),311.38688,
StatTrak™ Desert Eagle | Code Red (Factory New),133.83608,
★ Classic Knife | Fade (Factory New),399.40880000000004,
★ Butterfly Knife | Safari Mesh (Well-Worn),190.67552,
StatTrak™ AK-47 | Bloodsport (Minimal Wear),91.8344,
Music Kit | Midnight Riders, All I Want for Christmas,2.8658,
StatTrak™ PP-Bizon | Embargo (Minimal Wear),2.27976,
★ Bowie Knife | Damascus Steel (Factory New),97.79784000000001,
StatTrak™ P90 | Asiimov (Well-Worn),11.08968,
★ Sport Gloves | Amphibious (Battle-Scarred),248.89312,
★ StatTrak™ Huntsman Knife | Damascus Steel (Field-Tested),87.64196,
StatTrak™ MP7 | Impire (Field-Tested),1.7130400000000001,
★ Talon Knife | Stained (Minimal Wear),163.19604,
StatTrak™ M4A1-S | Atomic Alloy (Field-Tested),9.16412,
StatTrak™ Desert Eagle | Mecha Industries (Well-Worn),9.66,
★ Shadow Daggers | Doppler (Minimal Wear),119.91279999999999,
M4A1-S | Golden Coil (Factory New),33.52664,
AK-47 | Jaguar (Well-Worn),13.524000000000001,
★ StatTrak™ Shadow Daggers | Tiger Tooth (Factory New),105.38416,
★ Karambit | Black Laminate (Battle-Scarred),271.02096,
AWP | Neo-Noir (Battle-Scarred),18.450599999999998,
★ Navaja Knife | Rust Coat (Battle-Scarred),43.740480000000005,
MAC-10 | Nuclear Garden (Factory New),4.01212,
★ Flip Knife | Slaughter (Minimal Wear),156.05408,
StatTrak™ USP-S | Stainless (Battle-Scarred),6.44644,
StatTrak™ Glock-18 | Royal Legion (Battle-Scarred),1.8611600000000001,
P90 | Nostalgia (Battle-Scarred),2.33772,
★ Falchion Knife | Scorched (Field-Tested),53.44556,
FAMAS | Styx (Minimal Wear),2.87224,
MP9 | Setting Sun (Factory New),3.59996,
Desert Eagle | Naga (Factory New),3.9090800000000003,
★ Karambit | Damascus Steel (Well-Worn),204.44423999999998,
Souvenir MAC-10 | Nuclear Garden (Field-Tested),3.5355600000000003,
StatTrak™ MAC-10 | Curse (Minimal Wear),4.35344,
★ Specialist Gloves | Forest DDPAT (Minimal Wear),130.56456,
Souvenir USP-S | Royal Blue (Well-Worn),5.5384,
StatTrak™ MP9 | Deadly Poison (Factory New),3.78672,
USP-S | Road Rash (Well-Worn),11.06392,
★ Bowie Knife | Tiger Tooth (Factory New),140.88788000000002,
P2000 | Corticera (Minimal Wear),2.6082,
★ Hydra Gloves | Emerald (Well-Worn),76.2818,
Tec-9 | Fuel Injector (Factory New),6.04072,
AUG | Midnight Lily (Factory New),36.27008,
StatTrak™ FAMAS | Afterimage (Minimal Wear),10.13012,
M4A1-S | Hyper Beast (Well-Worn),6.253240000000001,
StatTrak™ CZ75-Auto | Hexane (Factory New),5.26148,
StatTrak™ M4A1-S | Cyrex (Minimal Wear),20.36328,
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New),168.98559999999998,
Souvenir P250 | Vino Primo (Field-Tested),5.81532,
StatTrak™ P250 | Hive (Minimal Wear),1.77744,
★ Flip Knife | Freehand (Factory New),109.63456000000001,
Five-SeveN | Crimson Blossom (Factory New),7.290080000000001,
★ Gut Knife | Lore (Field-Tested),93.83724000000001,
★ Navaja Knife | Forest DDPAT (Well-Worn),41.76984,
AK-47 | Vulcan (Factory New),192.02148000000003,
StatTrak™ USP-S | Cyrex (Battle-Scarred),3.3488,
SG 553 | Pulse (Well-Worn),1.05616,
Nova | Graphite (Factory New),4.10228,
P250 | Undertow (Field-Tested),13.7816,
★ StatTrak™ Shadow Daggers | Slaughter (Factory New),104.70152000000002,
★ Bayonet | Urban Masked (Field-Tested),91.04228,
Music Kit | Damjan Mravunac, The Talos Principle,3.2843999999999998,
★ Falchion Knife | Tiger Tooth (Factory New),127.8662,
★ Shadow Daggers | Case Hardened (Battle-Scarred),60.8258,
★ Bloodhound Gloves | Snakebite (Battle-Scarred),78.2138,
★ StatTrak™ Bayonet | Urban Masked (Field-Tested),98.9184,
P2000 | Obsidian (Factory New),2.02216,
AK-47 | Orbit Mk01 (Battle-Scarred),7.612080000000001,
StatTrak™ Galil AR | Orange DDPAT (Field-Tested),5.71872,
StatTrak™ P250 | Inferno (Factory New),2.6403999999999996,
★ Shadow Daggers | Rust Coat (Well-Worn),46.8188,
Souvenir Glock-18 | Reactor (Well-Worn),6.6332,
★ Flip Knife | Slaughter (Factory New),165.63036,
SSG 08 | Detour (Factory New),5.16488,
★ Survival Knife,183.63016,
★ Flip Knife | Bright Water (Battle-Scarred),73.0296,
StatTrak™ P250 | See Ya Later (Factory New),31.556,
P250 | Whiteout (Well-Worn),2.3506,
★ Classic Knife | Night Stripe (Well-Worn),122.37288000000001,
Nova | Bloomstick (Field-Tested),2.1896,
StatTrak™ FAMAS | Roll Cage (Field-Tested),8.02424,
★ Bayonet | Case Hardened (Minimal Wear),193.24508,
StatTrak™ MAC-10 | Tatter (Field-Tested),2.42144,
★ Classic Knife | Boreal Forest (Well-Worn),90.82332000000001,
★ Bayonet | Scorched (Field-Tested),90.11492000000001,
★ StatTrak™ M9 Bayonet | Doppler (Factory New),347.72780000000006,
AK-47 | Wild Lotus (Minimal Wear),1289.46832,
Sawed-Off | Wasteland Princess (Minimal Wear),2.18316,
Tec-9 | Avalanche (Factory New),2.49872,
M4A1-S | Chantico's Fire (Battle-Scarred),8.095080000000001,
M4A4 | 龍王 (Dragon King) (Battle-Scarred),6.047160000000001,
★ Navaja Knife | Fade (Factory New),92.897,
★ StatTrak™ Classic Knife | Boreal Forest (Field-Tested),77.11256,
