Steam Name, BuyOrderPrice
Five-SeveN | Silver Quartz (Minimal Wear),0.45724,
Sawed-Off | Limelight (Battle-Scarred),0.41216,
Sealed Graffiti | Toy Tiger,0.0,
Souvenir Glock-18 | Night (Battle-Scarred),1.01752,
Osiris | Elite Crew,0.30912,
StatTrak™ Sawed-Off | Origami (Minimal Wear),0.33488,
P250 | Gunsmoke (Battle-Scarred),0.34776,
MAG-7 | Firestarter (Battle-Scarred),0.3542,
Nova | Moon in Libra (Field-Tested),0.45724,
P250 | Inferno (Field-Tested),0.30912,
AUG | Aristocrat (Field-Tested),0.56672,
StatTrak™ MAG-7 | Heaven Guard (Well-Worn),0.27692,
P2000 | Obsidian (Battle-Scarred),0.27692,
StatTrak™ P250 | Iron Clad (Minimal Wear),0.27692,
StatTrak™ FAMAS | Decommissioned (Field-Tested),0.30912,
StatTrak™ SCAR-20 | Torn (Field-Tested),0.3542,
StatTrak™ MP7 | Cirrus (Well-Worn),0.55384,
Desert Eagle | Urban Rubble (Well-Worn),0.39284,
Sealed Graffiti | Team EnVyUs | Atlanta 2017,0.0,
Souvenir Tec-9 | VariCamo (Well-Worn),0.79212,
MAG-7 | Heat (Field-Tested),0.25116,
M249 | Aztec (Field-Tested),0.29624,
Glock-18 | Oxide Blaze (Factory New),0.23184,
Sealed Graffiti | FaZe Clan | London 2018,0.0,
StatTrak™ P2000 | Red FragCam (Field-Tested),0.59892,
Sealed Graffiti | Sprout Esports | Boston 2018,0.0,
StatTrak™ SCAR-20 | Grotto (Minimal Wear),0.39284,
P250 | Inferno (Battle-Scarred),0.27692,
StatTrak™ SCAR-20 | Assault (Minimal Wear),0.21896000000000002,
AUG | Arctic Wolf (Battle-Scarred),0.57316,
UMP-45 | Moonrise (Minimal Wear),0.37995999999999996,
Souvenir P90 | Ash Wood (Field-Tested),0.59248,
P250 | X-Ray (Factory New),0.4186,
StatTrak™ Five-SeveN | Flame Test (Minimal Wear),0.24472000000000002,
MAG-7 | Seabird (Minimal Wear),0.27692,
MP9 | Dart (Field-Tested),0.18032,
StatTrak™ AUG | Triqua (Field-Tested),0.19964,
Five-SeveN | Hot Shot (Field-Tested),0.27048,
StatTrak™ MAC-10 | Oceanic (Minimal Wear),0.34132,
MAC-10 | Ultraviolet (Battle-Scarred),0.40572,
G3SG1 | Murky (Factory New),0.29624,
Glock-18 | Moonrise (Well-Worn),0.72128,
StatTrak™ Sawed-Off | Zander (Minimal Wear),0.20608,
Sealed Graffiti | Fnatic | Krakow 2017,0.0,
MP7 | Cirrus (Factory New),0.56028,
M4A1-S | Flashback (Battle-Scarred),0.483,
FAMAS | Survivor Z (Minimal Wear),0.31556,
StatTrak™ MAC-10 | Lapis Gator (Well-Worn),0.41216,
G3SG1 | Murky (Minimal Wear),0.2254,
Desert Eagle | Bronze Deco (Minimal Wear),0.29624,
Sealed Graffiti | Ninjas in Pyjamas | London 2018,0.0,
Sealed Graffiti | Fnatic | London 2018,0.0,
Souvenir MAG-7 | Rust Coat (Factory New),0.52808,
StatTrak™ P250 | Verdigris (Well-Worn),0.29624,
PP-Bizon | Chemical Green (Minimal Wear),0.42504000000000003,
Dual Berettas | Moon in Libra (Well-Worn),0.42504000000000003,
Desert Eagle | Urban DDPAT (Battle-Scarred),0.3542,
P2000 | Obsidian (Field-Tested),0.33488,
XM1014 | Red Python (Battle-Scarred),0.34776,
Sawed-Off | Amber Fade (Minimal Wear),0.44436,
Sealed Graffiti | FACEIT | London 2018,0.0,
Sealed Graffiti | Vega Squadron | London 2018,0.0,
Sealed Graffiti | mousesports | Boston 2018,0.0,
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested),0.59892,
StatTrak™ P250 | Valence (Battle-Scarred),0.322,
Sawed-Off | Full Stop (Minimal Wear),0.44436,
Sealed Graffiti | OpTic Gaming | Atlanta 2017,0.0,
StatTrak™ Nova | Plume (Well-Worn),0.30912,
StatTrak™ Dual Berettas | Dualing Dragons (Battle-Scarred),0.33488,
MAC-10 | Ultraviolet (Field-Tested),0.42504000000000003,
XM1014 | Seasons (Field-Tested),0.39928,
Galil AR | Firefight (Well-Worn),0.26404,
Dual Berettas | Moon in Libra (Field-Tested),0.45724,
Five-SeveN | Urban Hazard (Factory New),0.44436,
P90 | Off World (Factory New),0.29624,
XM1014 | Seasons (Well-Worn),0.55384,
USP-S | Night Ops (Well-Worn),0.3864,
Souvenir Dual Berettas | Briar (Field-Tested),0.49588000000000004,
SSG 08 | Lichen Dashed (Field-Tested),0.3542,
SG 553 | Phantom (Well-Worn),0.31556,
MAG-7 | Heat (Well-Worn),0.24472000000000002,
StatTrak™ Dual Berettas | Shred (Minimal Wear),0.39928,
MAC-10 | Ultraviolet (Well-Worn),0.47656,
CZ75-Auto | Hexane (Field-Tested),0.37995999999999996,
StatTrak™ M249 | Magma (Field-Tested),0.50232,
MAC-10 | Last Dive (Battle-Scarred),0.41216,
M4A1-S | VariCamo (Field-Tested),0.63756,
Galil AR | Black Sand (Factory New),0.30912,
Sealed Graffiti | HellRaisers | Atlanta 2017,0.0,
MP5-SD | Agent (Field-Tested),0.29624,
StatTrak™ MP7 | Armor Core (Minimal Wear),0.27692,
Souvenir Sawed-Off | Amber Fade (Field-Tested),0.52808,
StatTrak™ SCAR-20 | Outbreak (Well-Worn),0.2254,
Souvenir PP-Bizon | Facility Sketch (Battle-Scarred),0.16744,
M249 | Magma (Minimal Wear),0.3542,
PP-Bizon | Embargo (Field-Tested),0.37995999999999996,
Souvenir P250 | Sand Dune (Minimal Wear),0.66976,
UMP-45 | Scaffold (Battle-Scarred),0.36707999999999996,
Souvenir Dual Berettas | Briar (Minimal Wear),0.56672,
R8 Revolver | Reboot (Battle-Scarred),0.37995999999999996,
Souvenir XM1014 | VariCamo Blue (Field-Tested),0.6118,
Galil AR | Crimson Tsunami (Battle-Scarred),0.42504000000000003,
AUG | Colony (Minimal Wear),0.33488,
UMP-45 | Scaffold (Field-Tested),0.37995999999999996,
Galil AR | Akoben (Factory New),0.30268,
MP7 | Asterion (Field-Tested),0.483,
P2000 | Handgun (Battle-Scarred),0.2576,
StatTrak™ Glock-18 | Off World (Field-Tested),0.4186,
StatTrak™ P90 | Traction (Field-Tested),0.2576,
Negev | Lionfish (Battle-Scarred),0.2576,
SCAR-20 | Outbreak (Minimal Wear),0.18032,
P250 | Gunsmoke (Field-Tested),0.37995999999999996,
StatTrak™ Dual Berettas | Dualing Dragons (Well-Worn),0.32844,
Galil AR | Crimson Tsunami (Well-Worn),0.4508,
P2000 | Handgun (Well-Worn),0.25116,
Glock-18 | Blue Fissure (Field-Tested),0.37351999999999996,
MAC-10 | Last Dive (Well-Worn),0.48944000000000004,
P250 | Verdigris (Factory New),0.27692,
StatTrak™ Tec-9 | Isaac (Well-Worn),0.61824,
P2000 | Handgun (Field-Tested),0.29624,
StatTrak™ Five-SeveN | Violent Daimyo (Battle-Scarred),0.39284,
StatTrak™ Five-SeveN | Capillary (Minimal Wear),0.30912,
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),0.32844,
Nova | Gila (Field-Tested),0.2576,
CZ75-Auto | Red Astor (Field-Tested),0.2576,
MP9 | Bioleak (Factory New),0.29624,
StatTrak™ PP-Bizon | Cobalt Halftone (Well-Worn),0.52164,
StatTrak™ Dual Berettas | Cartel (Field-Tested),0.23184,
Desert Eagle | Directive (Battle-Scarred),0.32844,
Desert Eagle | Urban Rubble (Battle-Scarred),0.37351999999999996,
Negev | Loudmouth (Field-Tested),0.27048,
StatTrak™ MP7 | Urban Hazard (Minimal Wear),0.31556,
MP7 | Neon Ply (Field-Tested),0.4186,
Negev | Lionfish (Well-Worn),0.27692,
Souvenir Galil AR | Hunting Blind (Minimal Wear),0.57316,
Galil AR | Signal (Battle-Scarred),0.34776,
StatTrak™ CZ75-Auto | Imprint (Minimal Wear),0.20608,
StatTrak™ XM1014 | Quicksilver (Minimal Wear),0.3864,
Tec-9 | Orange Murano (Factory New),0.7534799999999999,
SG 553 | Danger Close (Factory New),0.16744,
StatTrak™ MP9 | Deadly Poison (Battle-Scarred),0.32844,
CZ75-Auto | Tigris (Minimal Wear),0.50232,
UMP-45 | Scaffold (Well-Worn),0.40572,
Glock-18 | Weasel (Field-Tested),0.34776,
StatTrak™ MP5-SD | Acid Wash (Field-Tested),0.33488,
UMP-45 | Plastique (Field-Tested),0.30268,
P250 | Inferno (Well-Worn),0.4186,
FAMAS | Decommissioned (Factory New),0.34776,
Desert Eagle | Urban Rubble (Minimal Wear),0.46368,
Tec-9 | Bamboozle (Well-Worn),0.39284,
StatTrak™ Glock-18 | Warhawk (Well-Worn),0.3864,
StatTrak™ R8 Revolver | Survivalist (Minimal Wear),0.37351999999999996,
USP-S | Night Ops (Minimal Wear),0.42504000000000003,
R8 Revolver | Survivalist (Factory New),0.2254,
G3SG1 | High Seas (Well-Worn),0.37351999999999996,
StatTrak™ MAC-10 | Rangeen (Field-Tested),0.41216,
StatTrak™ Glock-18 | Off World (Well-Worn),0.39928,
Desert Eagle | Directive (Well-Worn),0.41216,
Tec-9 | Jambiya (Factory New),0.39928,
Tec-9 | Re-Entry (Field-Tested),0.27048,
UMP-45 | Riot (Minimal Wear),0.18675999999999998,
MAG-7 | Core Breach (Well-Worn),0.63756,
StatTrak™ UMP-45 | Briefing (Minimal Wear),0.25116,
M249 | Warbird (Factory New),0.4508,
StatTrak™ Tec-9 | Sandstorm (Field-Tested),0.20608,
StatTrak™ Tec-9 | Sandstorm (Well-Worn),0.44436,
Souvenir Five-SeveN | Contractor (Minimal Wear),0.47012,
M4A4 | Magnesium (Minimal Wear),0.3542,
StatTrak™ Tec-9 | Isaac (Battle-Scarred),0.52164,
Souvenir MP7 | Orange Peel (Field-Tested),0.39928,
Souvenir Five-SeveN | Orange Peel (Well-Worn),0.46368,
Souvenir PP-Bizon | Chemical Green (Well-Worn),0.32844,
CZ75-Auto | Eco (Battle-Scarred),0.25116,
MP7 | Scorched (Field-Tested),0.25116,
Sealed Graffiti | Kiss (Brick Red),0.0,
SG 553 | Barricade (Field-Tested),0.25116,
Sealed Graffiti | Smarmy (Blood Red),0.0,
Galil AR | Tornado (Field-Tested),0.24472000000000002,
Sealed Graffiti | Question Mark (Shark White),0.0,
SSG 08 | Red Stone (Minimal Wear),0.27692,
MP7 | Scorched (Well-Worn),0.24472000000000002,
SSG 08 | Red Stone (Field-Tested),0.25116,
Sealed Graffiti | Oops (Blood Red),0.0,
FAMAS | Night Borre (Well-Worn),0.25116,
SSG 08 | Red Stone (Well-Worn),0.25116,
SG 553 | Barricade (Well-Worn),0.25116,
SG 553 | Barricade (Battle-Scarred),0.25116,
SSG 08 | Red Stone (Battle-Scarred),0.2576,
Sealed Graffiti | Little Crown (Tracer Yellow),0.0,
Sealed Graffiti | Hop (Bazooka Pink),0.0,
Galil AR | Tornado (Battle-Scarred),0.25116,
Galil AR | Tornado (Well-Worn),0.24472000000000002,
Sealed Graffiti | Dead Now (Shark White),0.0,
MP7 | Scorched (Battle-Scarred),0.2576,
Spectrum Case,0.21896000000000002,
Sealed Graffiti | Smarmy (Tracer Yellow),0.0,
Sealed Graffiti | Broken Heart (Brick Red),0.0,
Shadow Case,0.07728,
Sealed Graffiti | Smarmy (Shark White),0.0,
Gamma Case,0.07728,
Sealed Graffiti | Broken Heart (Bazooka Pink),0.0,
Glove Case,0.52164,
Souvenir MP7 | Gunsmoke (Battle-Scarred),0.26404,
Tec-9 | Orange Murano (Battle-Scarred),0.52164,
Souvenir P250 | Bone Mask (Field-Tested),0.1932,
Nova | Plume (Well-Worn),0.23828,
Souvenir G3SG1 | Desert Storm (Well-Worn),0.19964,
G3SG1 | Black Sand (Well-Worn),0.18032,
M249 | Warbird (Well-Worn),0.20608,
Souvenir G3SG1 | Polar Camo (Field-Tested),0.20608,
Dual Berettas | Shred (Well-Worn),0.18675999999999998,
Souvenir Five-SeveN | Forest Night (Battle-Scarred),0.18675999999999998,
Sealed Graffiti | Broken Heart (Blood Red),0.0,
SCAR-20 | Torn (Well-Worn),0.20608,
CS20 Case,0.07728,
Souvenir SCAR-20 | Sand Mesh (Well-Worn),0.13524,
SG 553 | Barricade (Minimal Wear),0.2576,
Tec-9 | Orange Murano (Well-Worn),0.50232,
Souvenir Sawed-Off | Snake Camo (Field-Tested),0.1932,
MP7 | Scorched (Minimal Wear),0.27692,
MP5-SD | Acid Wash (Field-Tested),0.31556,
Galil AR | Tornado (Minimal Wear),0.27692,
Sealed Graffiti | Sheriff (Battle Green),0.0,
Souvenir Nova | Mandrel (Minimal Wear),0.24472000000000002,
MP5-SD | Acid Wash (Well-Worn),0.30268,
Sealed Graffiti | NT (Blood Red),0.0,
Sealed Graffiti | Hop (Shark White),0.0,
FAMAS | Night Borre (Minimal Wear),0.27048,
MP5-SD | Acid Wash (Battle-Scarred),0.27048,
R8 Revolver | Memento (Well-Worn),0.19964,
Souvenir MP9 | Sand Dashed (Battle-Scarred),0.20608,
Sealed Graffiti | Kiss (Princess Pink),0.0,
R8 Revolver | Memento (Battle-Scarred),0.16744,
Sawed-Off | Jungle Thicket (Factory New),0.1288,
Dual Berettas | Balance (Well-Worn),0.17388,
Souvenir XM1014 | Urban Perforated (Minimal Wear),0.18675999999999998,
Souvenir PP-Bizon | Facility Sketch (Field-Tested),0.20608,
M249 | Contrast Spray (Well-Worn),0.10304,
FAMAS | Night Borre (Battle-Scarred),0.27692,
Nova | Plume (Battle-Scarred),0.16744,
MAG-7 | Seabird (Field-Tested),0.18675999999999998,
P250 | Mint Kimono (Battle-Scarred),0.31556,
MAC-10 | Last Dive (Field-Tested),0.39928,
PP-Bizon | Bamboo Print (Field-Tested),0.3542,
Five-SeveN | Kami (Field-Tested),0.36707999999999996,
Galil AR | Firefight (Battle-Scarred),0.29624,
MP9 | Goo (Battle-Scarred),0.27692,
FAMAS | Crypsis (Factory New),0.29624,
M249 | Magma (Field-Tested),0.25116,
Sealed Graffiti | MIBR | London 2018,0.0,
AUG | Radiation Hazard (Battle-Scarred),0.27692,
Desert Eagle | Oxide Blaze (Minimal Wear),0.24472000000000002,
CZ75-Auto | Tuxedo (Field-Tested),0.54096,
StatTrak™ FAMAS | Crypsis (Field-Tested),0.25116,
StatTrak™ P2000 | Oceanic (Well-Worn),0.31556,
Souvenir Sawed-Off | Snake Camo (Well-Worn),0.18032,
Galil AR | Signal (Field-Tested),0.32844,
Sealed Graffiti | Winstrike Team | London 2018,0.0,
Five-SeveN | Buddy (Field-Tested),0.322,
Sealed Graffiti | Renegades | Boston 2018,0.0,
P2000 | Red FragCam (Minimal Wear),0.32844,
Souvenir MP7 | Orange Peel (Well-Worn),0.53452,
CZ75-Auto | Tacticat (Well-Worn),0.34132,
M4A1-S | VariCamo (Well-Worn),0.60536,
P250 | Bone Mask (Battle-Scarred),0.37995999999999996,
StatTrak™ MP5-SD | Acid Wash (Well-Worn),0.6118,
P90 | Teardown (Field-Tested),0.34132,
Sawed-Off | Yorick (Minimal Wear),0.18032,
Galil AR | Crimson Tsunami (Field-Tested),0.37995999999999996,
Tec-9 | Re-Entry (Well-Worn),0.39284,
StatTrak™ UMP-45 | Riot (Well-Worn),0.30268,
Galil AR | Signal (Well-Worn),0.37995999999999996,
Sealed Graffiti | Skull n' Crosshairs,0.0,
StatTrak™ G3SG1 | Orange Crash (Well-Worn),0.31556,
StatTrak™ Nova | Ranger (Field-Tested),0.27692,
UMP-45 | Corporal (Factory New),0.33488,
Souvenir P250 | Facility Draft (Well-Worn),0.483,
MP9 | Goo (Well-Worn),0.39928,
Glock-18 | Weasel (Battle-Scarred),0.31556,
StatTrak™ Dual Berettas | Balance (Field-Tested),0.37995999999999996,
StatTrak™ FAMAS | Decommissioned (Battle-Scarred),0.26404,
Sawed-Off | Morris (Factory New),0.17388,
Desert Eagle | Urban DDPAT (Field-Tested),0.34776,
Sealed Graffiti | SK Gaming | Boston 2018,0.0,
StatTrak™ P2000 | Turf (Minimal Wear),0.3542,
P2000 | Turf (Factory New),0.30912,
Galil AR | Firefight (Field-Tested),0.27048,
Souvenir Tec-9 | VariCamo (Battle-Scarred),0.7405999999999999,
StatTrak™ MP9 | Modest Threat (Well-Worn),0.39284,
Five-SeveN | Buddy (Battle-Scarred),0.30268,
Negev | Lionfish (Field-Tested),0.25116,
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),0.21896000000000002,
R8 Revolver | Memento (Factory New),0.47012,
StatTrak™ MP7 | Mischief (Field-Tested),0.2254,
Glock-18 | Moonrise (Field-Tested),0.30912,
UMP-45 | Plastique (Well-Worn),0.36707999999999996,
XM1014 | Black Tie (Field-Tested),0.24472000000000002,
SCAR-20 | Torn (Factory New),0.3542,
SG 553 | Phantom (Field-Tested),0.23184,
Nova | Koi (Field-Tested),0.4186,
MP7 | Scorched (Factory New),0.63756,
StatTrak™ Nova | Wood Fired (Minimal Wear),0.23184,
StatTrak™ Tec-9 | Ice Cap (Battle-Scarred),0.33488,
Sealed Graffiti | Old School,0.0,
Sawed-Off | Highwayman (Battle-Scarred),0.24472000000000002,
Dual Berettas | Anodized Navy (Factory New),0.26404,
StatTrak™ MP9 | Sand Scale (Minimal Wear),0.34776,
Sawed-Off | Highwayman (Well-Worn),0.322,
StatTrak™ MAG-7 | Heaven Guard (Field-Tested),0.20608,
StatTrak™ MAC-10 | Carnivore (Field-Tested),0.1932,
Glock-18 | Candy Apple (Minimal Wear),0.45724,
P2000 | Imperial (Minimal Wear),0.2254,
Five-SeveN | Kami (Minimal Wear),0.46368,
UMP-45 | Gunsmoke (Factory New),0.27048,
Souvenir MAC-10 | Indigo (Field-Tested),0.55384,
StatTrak™ Galil AR | Black Sand (Field-Tested),0.20608,
MAG-7 | Core Breach (Battle-Scarred),0.55384,
MAG-7 | SWAG-7 (Field-Tested),0.25116,
StatTrak™ P250 | Ripple (Minimal Wear),0.27692,
AK-47 | Safari Mesh (Minimal Wear),0.37995999999999996,
Souvenir P250 | Contamination (Field-Tested),0.4508,
Sealed Graffiti | OpTic Gaming | London 2018,0.0,
G3SG1 | Stinger (Battle-Scarred),0.25116,
StatTrak™ Five-SeveN | Scumbria (Minimal Wear),0.21896000000000002,
Sealed Graffiti | Shooting Star Return,0.0,
Tec-9 | Ossified (Factory New),0.36707999999999996,
Dual Berettas | Panther (Minimal Wear),0.39928,
UMP-45 | Plastique (Battle-Scarred),0.25116,
CZ75-Auto | Eco (Field-Tested),0.27692,
MAG-7 | Cobalt Core (Factory New),0.322,
StatTrak™ P2000 | Pulse (Field-Tested),0.33488,
StatTrak™ MAG-7 | Sonar (Minimal Wear),0.32844,
Sealed Graffiti | Shaolin,0.0,
Sealed Graffiti | Misfits Gaming | Boston 2018,0.0,
StatTrak™ R8 Revolver | Memento (Field-Tested),0.33488,
StatTrak™ MP9 | Capillary (Field-Tested),0.23184,
StatTrak™ MAC-10 | Whitefish (Field-Tested),0.20608,
StatTrak™ AUG | Amber Slipstream (Well-Worn),0.483,
PP-Bizon | Osiris (Well-Worn),0.39928,
StatTrak™ R8 Revolver | Memento (Well-Worn),0.39928,
XM1014 | Black Tie (Battle-Scarred),0.25116,
UMP-45 | Exposure (Well-Worn),0.40572,
Souvenir AUG | Sweeper (Well-Worn),0.52164,
PP-Bizon | Osiris (Battle-Scarred),0.322,
StatTrak™ MP7 | Akoben (Minimal Wear),0.23828,
StatTrak™ CZ75-Auto | Polymer (Minimal Wear),0.33488,
Sealed Graffiti | Kiss (Blood Red),0.0,
StatTrak™ CZ75-Auto | Twist (Battle-Scarred),0.24472000000000002,
SG 553 | Phantom (Battle-Scarred),0.2576,
StatTrak™ SCAR-20 | Blueprint (Minimal Wear),0.2576,
MAG-7 | Petroglyph (Field-Tested),0.23184,
SG 553 | Triarch (Field-Tested),0.23828,
P250 | Supernova (Field-Tested),0.39928,
Desert Eagle | Bronze Deco (Well-Worn),0.21896000000000002,
StatTrak™ Glock-18 | Warhawk (Battle-Scarred),0.3542,
UMP-45 | Moonrise (Well-Worn),0.52808,
MAG-7 | Irradiated Alert (Battle-Scarred),0.23828,
UMP-45 | Arctic Wolf (Field-Tested),0.2576,
G3SG1 | Black Sand (Factory New),0.37351999999999996,
StatTrak™ Sawed-Off | Yorick (Well-Worn),0.19964,
StatTrak™ P90 | Off World (Field-Tested),0.21896000000000002,
PP-Bizon | Osiris (Field-Tested),0.31556,
CZ75-Auto | Pole Position (Well-Worn),0.52808,
StatTrak™ FAMAS | Decommissioned (Well-Worn),0.26404,
G3SG1 | Scavenger (Well-Worn),0.31556,
Glock-18 | Bunsen Burner (Well-Worn),0.3864,
Glock-18 | Moonrise (Battle-Scarred),0.31556,
MP7 | Powercore (Field-Tested),0.27048,
SSG 08 | Necropos (Field-Tested),0.13524,
P2000 | Obsidian (Well-Worn),0.30912,
P250 | Nevermore (Field-Tested),0.32844,
G3SG1 | High Seas (Battle-Scarred),0.24472000000000002,
M249 | Aztec (Battle-Scarred),0.23828,
StatTrak™ M249 | Warbird (Field-Tested),0.30268,
UMP-45 | Briefing (Factory New),0.20608,
MAC-10 | Carnivore (Factory New),0.27048,
G3SG1 | Scavenger (Field-Tested),0.30268,
Souvenir Five-SeveN | Hot Shot (Field-Tested),0.42504000000000003,
Five-SeveN | Urban Hazard (Minimal Wear),0.32844,
CZ75-Auto | Tigris (Battle-Scarred),0.29624,
G3SG1 | High Seas (Field-Tested),0.27692,
P90 | Teardown (Minimal Wear),0.42504000000000003,
XM1014 | Red Python (Well-Worn),0.30912,
AUG | Radiation Hazard (Field-Tested),0.322,
StatTrak™ Negev | Desert-Strike (Minimal Wear),0.24472000000000002,
CZ75-Auto | Red Astor (Battle-Scarred),0.2576,
M4A1-S | VariCamo (Battle-Scarred),0.54096,
MP5-SD | Co-Processor (Well-Worn),0.21896000000000002,
MAC-10 | Pipe Down (Field-Tested),0.31556,
MP5-SD | Acid Wash (Factory New),0.4186,
StatTrak™ XM1014 | Quicksilver (Battle-Scarred),0.2576,
G3SG1 | Stinger (Well-Worn),0.27048,
CZ75-Auto | Eco (Well-Worn),0.25116,
MP7 | Neon Ply (Battle-Scarred),0.322,
StatTrak™ SCAR-20 | Torn (Well-Worn),0.30912,
Souvenir MAC-10 | Calf Skin (Well-Worn),0.59248,
StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear),0.32844,
StatTrak™ MP9 | Black Sand (Minimal Wear),0.20608,
StatTrak™ P250 | Verdigris (Battle-Scarred),0.18032,
P2000 | Pulse (Factory New),0.29624,
Souvenir PP-Bizon | Candy Apple (Minimal Wear),0.59892,
Nova | Toy Soldier (Battle-Scarred),0.23828,
StatTrak™ P90 | Off World (Battle-Scarred),0.18032,
Sealed Graffiti | mousesports | Krakow 2017,0.0,
Nova | Toy Soldier (Well-Worn),0.2576,
Sealed Graffiti | Gambit Gaming | Atlanta 2017,0.0,
MP7 | Mischief (Minimal Wear),0.23184,
SCAR-20 | Green Marine (Factory New),0.34132,
MP9 | Goo (Field-Tested),0.24472000000000002,
Sealed Graffiti | Guardian,0.0,
XM1014 | Ziggy (Well-Worn),0.29624,
Sealed Graffiti | ELEAGUE | Atlanta 2017,0.0,
Sealed Graffiti | Flipsid3 Tactics | Krakow 2017,0.0,
P2000 | Imperial (Field-Tested),0.17388,
CZ75-Auto | Tigris (Well-Worn),0.29624,
CZ75-Auto | Tigris (Field-Tested),0.31556,
StatTrak™ UMP-45 | Riot (Field-Tested),0.2576,
Sealed Graffiti | Banana,0.0,
MAG-7 | Petroglyph (Well-Worn),0.26404,
SG 553 | Candy Apple (Well-Worn),0.5474,
Sealed Graffiti | SK Gaming | Atlanta 2017,0.0,
M249 | Spectre (Factory New),0.18675999999999998,
CZ75-Auto | Red Astor (Well-Worn),0.25116,
CZ75-Auto | Tacticat (Battle-Scarred),0.26404,
PP-Bizon | Brass (Field-Tested),0.63756,
Sealed Graffiti | Rice Bomb,0.0,
Nova | Wild Six (Battle-Scarred),0.30268,
Nova | Wild Six (Well-Worn),0.39928,
CZ75-Auto | Pole Position (Field-Tested),0.24472000000000002,
SSG 08 | Abyss (Field-Tested),0.14812,
P250 | Exchanger (Field-Tested),0.18675999999999998,
Glock-18 | Candy Apple (Field-Tested),0.41216,
StatTrak™ Nova | Plume (Field-Tested),0.322,
Sealed Graffiti | Avangar | Boston 2018,0.0,
P250 | Dark Filigree (Factory New),0.70196,
Sealed Graffiti | North | Atlanta 2017,0.0,
SSG 08 | Blue Spruce (Factory New),0.1288,
Nova | Toy Soldier (Field-Tested),0.27048,
StatTrak™ UMP-45 | Corporal (Well-Worn),0.21896000000000002,
P250 | Iron Clad (Factory New),0.27692,
StatTrak™ P2000 | Ivory (Minimal Wear),0.29624,
P90 | Elite Build (Minimal Wear),0.2254,
Galil AR | Rocket Pop (Well-Worn),0.23828,
UMP-45 | Arctic Wolf (Battle-Scarred),0.24472000000000002,
MAC-10 | Pipe Down (Well-Worn),0.30268,
StatTrak™ MAG-7 | Popdog (Minimal Wear),0.21896000000000002,
MAG-7 | SWAG-7 (Well-Worn),0.25116,
MAC-10 | Indigo (Minimal Wear),0.4508,
Souvenir UMP-45 | Indigo (Well-Worn),0.41216,
StatTrak™ P250 | Verdigris (Field-Tested),0.21896000000000002,
StatTrak™ Tec-9 | Cracked Opal (Minimal Wear),0.23184,
SG 553 | Damascus Steel (Field-Tested),0.63756,
StatTrak™ R8 Revolver | Grip (Minimal Wear),0.1932,
StatTrak™ MP7 | Cirrus (Field-Tested),0.27692,
G3SG1 | Scavenger (Battle-Scarred),0.25116,
MAC-10 | Pipe Down (Battle-Scarred),0.26404,
CZ75-Auto | Tacticat (Field-Tested),0.25116,
Sealed Graffiti | Non-Veg,0.0,
Galil AR | Sandstorm (Battle-Scarred),0.32844,
StatTrak™ Galil AR | Akoben (Well-Worn),0.27692,
SG 553 | Triarch (Well-Worn),0.23828,
MP5-SD | Gauss (Field-Tested),0.23184,
Sealed Graffiti | compLexity Gaming | London 2018,0.0,
P2000 | Ivory (Factory New),0.33488,
UMP-45 | Grand Prix (Field-Tested),0.23828,
UMP-45 | Riot (Factory New),0.2576,
MAC-10 | Rangeen (Factory New),0.30912,
Tec-9 | Cracked Opal (Factory New),0.1932,
StatTrak™ Negev | Terrain (Well-Worn),0.26404,
SG 553 | Triarch (Battle-Scarred),0.23184,
StatTrak™ Nova | Exo (Battle-Scarred),0.20608,
Dual Berettas | Briar (Minimal Wear),0.53452,
Sealed Graffiti | North | Boston 2018,0.0,
SCAR-20 | Powercore (Well-Worn),0.23184,
Dual Berettas | Royal Consorts (Battle-Scarred),0.23184,
Souvenir P250 | Facility Draft (Battle-Scarred),0.70196,
UMP-45 | Moonrise (Field-Tested),0.25116,
StatTrak™ FAMAS | Crypsis (Well-Worn),0.3542,
StatTrak™ P90 | Traction (Well-Worn),0.18675999999999998,
Souvenir MP7 | Motherboard (Field-Tested),0.34776,
MP7 | Powercore (Battle-Scarred),0.25116,
MAG-7 | SWAG-7 (Battle-Scarred),0.24472000000000002,
StatTrak™ MAG-7 | Cobalt Core (Field-Tested),0.2254,
StatTrak™ CZ75-Auto | Twist (Well-Worn),0.26404,
Souvenir PP-Bizon | Chemical Green (Field-Tested),0.39284,
P2000 | Oceanic (Factory New),0.16744,
StatTrak™ CZ75-Auto | Twist (Field-Tested),0.33488,
StatTrak™ Glock-18 | Ironwork (Field-Tested),0.37995999999999996,
SCAR-20 | Storm (Field-Tested),0.42504000000000003,
Souvenir P90 | Sand Spray (Minimal Wear),0.46368,
StatTrak™ G3SG1 | Ventilator (Minimal Wear),0.20608,
FAMAS | Survivor Z (Well-Worn),0.34132,
Dual Berettas | Shred (Factory New),0.29624,
Souvenir P250 | Bone Mask (Minimal Wear),0.33488,
StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear),0.19964,
